ground_height,lane_id,lane_type,left_lane_boundary,right_lane_boundary,left_lane_mark_type,right_lane_mark_type
,49092363,VEHICLE,"[{'x': 10008.24, 'y': 3765.66, 'z': -32.59}, {'x': 10008.87, 'y': 3763.67, 'z': -32.59}, {'x': 10009.17, 'y': 3761.75, 'z': -32.6}, {'x': 10009.17, 'y': 3759.92, 'z': -32.61}, {'x': 10008.89, 'y': 3758.2, 'z': -32.62}, {'x': 10008.37, 'y': 3756.6, 'z': -32.63}, {'x': 10007.63, 'y': 3755.12, 'z': -32.63}, {'x': 10006.7, 'y': 3753.79, 'z': -32.64}, {'x': 10005.61, 'y': 3752.61, 'z': -32.66}, {'x': 10004.38, 'y': 3751.59, 'z': -32.68}, {'x': 10003.05, 'y': 3750.75, 'z': -32.69}, {'x': 10001.83, 'y': 3750.1, 'z': -32.71}]","[{'x': 10005.14, 'y': 3764.28, 'z': -32.66}, {'x': 10005.26, 'y': 3762.66, 'z': -32.69}, {'x': 10005.13, 'y': 3760.93, 'z': -32.69}, {'x': 10004.72, 'y': 3759.23, 'z': -32.7}, {'x': 10004.04, 'y': 3757.7, 'z': -32.71}, {'x': 10003.06, 'y': 3756.48, 'z': -32.72}, {'x': 10001.76, 'y': 3755.7, 'z': -32.7}, {'x': 10001.01, 'y': 3755.3, 'z': -32.69}, {'x': 10000.97, 'y': 3755.27, 'z': -32.7}, {'x': 10000.55, 'y': 3755.05, 'z': -32.7}]",NONE,NONE
,49092378,VEHICLE,"[{'x': 10000.96, 'y': 3642.01, 'z': -33.34}, {'x': 10013.83, 'y': 3634.65, 'z': -33.28}]","[{'x': 9999.39, 'y': 3639.29, 'z': -33.37}, {'x': 10012.26, 'y': 3631.83, 'z': -33.33}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,49092409,BIKE,"[{'x': 9997.97, 'y': 3780.0, 'z': -32.66}, {'x': 10004.4, 'y': 3763.5, 'z': -32.69}]","[{'x': 9996.31, 'y': 3780.0, 'z': -32.62}, {'x': 10003.17, 'y': 3762.93, 'z': -32.62}]",SOLID_WHITE,NONE
,49092442,VEHICLE,"[{'x': 10002.62, 'y': 3780.0, 'z': -32.54}, {'x': 10008.24, 'y': 3765.66, 'z': -32.59}]","[{'x': 9998.92, 'y': 3780.0, 'z': -32.63}, {'x': 10005.14, 'y': 3764.28, 'z': -32.66}]",SOLID_DASH_YELLOW,SOLID_WHITE
,49092445,BIKE,"[{'x': 10028.58, 'y': 3735.35, 'z': -32.9}, {'x': 10025.85, 'y': 3742.3, 'z': -32.8}]","[{'x': 10029.96, 'y': 3735.9, 'z': -32.92}, {'x': 10027.21, 'y': 3742.84, 'z': -32.85}]",DASHED_WHITE,NONE
,49092477,VEHICLE,"[{'x': 10026.11, 'y': 3763.19, 'z': -32.62}, {'x': 10023.56, 'y': 3761.93, 'z': -32.61}, {'x': 10022.42, 'y': 3761.58, 'z': -32.59}, {'x': 10021.08, 'y': 3761.48, 'z': -32.58}, {'x': 10019.58, 'y': 3761.71, 'z': -32.6}, {'x': 10017.96, 'y': 3762.16, 'z': -32.61}, {'x': 10016.32, 'y': 3762.8, 'z': -32.61}, {'x': 10014.75, 'y': 3763.63, 'z': -32.6}, {'x': 10013.32, 'y': 3764.64, 'z': -32.59}, {'x': 10012.13, 'y': 3765.8, 'z': -32.58}, {'x': 10011.27, 'y': 3767.11, 'z': -32.58}]","[{'x': 10024.68, 'y': 3768.44, 'z': -32.58}, {'x': 10021.98, 'y': 3766.96, 'z': -32.66}, {'x': 10021.86, 'y': 3766.92, 'z': -32.66}, {'x': 10021.49, 'y': 3766.73, 'z': -32.67}, {'x': 10020.97, 'y': 3766.54, 'z': -32.67}, {'x': 10020.22, 'y': 3766.39, 'z': -32.68}, {'x': 10019.81, 'y': 3766.37, 'z': -32.69}, {'x': 10019.37, 'y': 3766.41, 'z': -32.69}, {'x': 10019.24, 'y': 3766.46, 'z': -32.69}, {'x': 10018.72, 'y': 3766.47, 'z': -32.71}, {'x': 10017.14, 'y': 3766.91, 'z': -32.7}, {'x': 10015.78, 'y': 3767.53, 'z': -32.68}, {'x': 10014.82, 'y': 3768.14, 'z': -32.66}, {'x': 10014.4, 'y': 3768.56, 'z': -32.65}]",NONE,NONE
,49092520,VEHICLE,"[{'x': 10019.18, 'y': 3747.28, 'z': -32.65}, {'x': 10011.27, 'y': 3767.11, 'z': -32.58}]","[{'x': 10022.31, 'y': 3748.53, 'z': -32.7}, {'x': 10014.4, 'y': 3768.56, 'z': -32.65}]",NONE,NONE
,49092522,BIKE,"[{'x': 9979.44, 'y': 3664.9, 'z': -33.49}, {'x': 9958.65, 'y': 3677.08, 'z': -33.39}]","[{'x': 9980.04, 'y': 3668.34, 'z': -33.51}, {'x': 9959.45, 'y': 3678.52, 'z': -33.45}]",DASHED_WHITE,NONE
,49092527,BIKE,"[{'x': 10015.38, 'y': 3645.91, 'z': -33.48}, {'x': 10011.92, 'y': 3647.7, 'z': -33.48}, {'x': 10009.26, 'y': 3649.33, 'z': -33.45}, {'x': 10007.32, 'y': 3650.79, 'z': -33.43}, {'x': 10006.02, 'y': 3652.12, 'z': -33.41}, {'x': 10005.27, 'y': 3653.32, 'z': -33.41}, {'x': 10004.99, 'y': 3654.43, 'z': -33.42}, {'x': 10005.09, 'y': 3655.45, 'z': -33.43}, {'x': 10005.5, 'y': 3656.4, 'z': -33.45}, {'x': 10006.12, 'y': 3657.3, 'z': -33.48}, {'x': 10006.88, 'y': 3658.17, 'z': -33.51}, {'x': 10007.69, 'y': 3659.03, 'z': -33.53}]","[{'x': 10016.09, 'y': 3647.27, 'z': -33.47}, {'x': 10013.35, 'y': 3648.96, 'z': -33.52}, {'x': 10012.61, 'y': 3649.65, 'z': -33.52}, {'x': 10012.17, 'y': 3650.34, 'z': -33.52}, {'x': 10011.72, 'y': 3651.2, 'z': -33.54}, {'x': 10011.57, 'y': 3652.08, 'z': -33.56}, {'x': 10011.58, 'y': 3652.22, 'z': -33.56}, {'x': 10011.51, 'y': 3653.39, 'z': -33.58}, {'x': 10012.0, 'y': 3654.65, 'z': -33.6}, {'x': 10012.12, 'y': 3654.77, 'z': -33.6}, {'x': 10012.17, 'y': 3654.88, 'z': -33.6}, {'x': 10012.61, 'y': 3655.5, 'z': -33.6}, {'x': 10013.04, 'y': 3655.83, 'z': -33.59}]",NONE,NONE
,49092535,VEHICLE,"[{'x': 10038.39, 'y': 3689.7, 'z': -33.29}, {'x': 10029.08, 'y': 3713.17, 'z': -32.98}]","[{'x': 10041.33, 'y': 3691.38, 'z': -33.32}, {'x': 10031.69, 'y': 3715.72, 'z': -32.96}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49092540,VEHICLE,"[{'x': 9926.81, 'y': 3685.13, 'z': -33.02}, {'x': 9930.0, 'y': 3683.27, 'z': -33.07}]","[{'x': 9925.24, 'y': 3682.42, 'z': -33.02}, {'x': 9930.0, 'y': 3679.66, 'z': -33.08}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,49092570,VEHICLE,"[{'x': 9928.34, 'y': 3691.1, 'z': -33.12}, {'x': 9906.85, 'y': 3703.52, 'z': -32.97}]","[{'x': 9928.59, 'y': 3694.51, 'z': -33.23}, {'x': 9908.37, 'y': 3706.14, 'z': -33.07}]",DASHED_WHITE,NONE
,49092618,VEHICLE,"[{'x': 10019.19, 'y': 3747.28, 'z': -32.65}, {'x': 10021.79, 'y': 3740.65, 'z': -32.69}]","[{'x': 10016.16, 'y': 3745.92, 'z': -32.63}, {'x': 10018.65, 'y': 3739.42, 'z': -32.71}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49092649,VEHICLE,"[{'x': 9902.33, 'y': 3695.68, 'z': -32.99}, {'x': 9925.24, 'y': 3682.42, 'z': -33.02}]","[{'x': 9906.99, 'y': 3689.45, 'z': -33.1}, {'x': 9923.64, 'y': 3679.67, 'z': -33.03}]",DASHED_WHITE,NONE
,49092680,VEHICLE,"[{'x': 9930.0, 'y': 3690.13, 'z': -33.14}, {'x': 9928.34, 'y': 3691.1, 'z': -33.12}]","[{'x': 9930.0, 'y': 3693.61, 'z': -33.24}, {'x': 9928.59, 'y': 3694.51, 'z': -33.23}]",DASHED_WHITE,SOLID_WHITE
,49092682,VEHICLE,"[{'x': 9924.25, 'y': 3707.41, 'z': -33.13}, {'x': 9918.14, 'y': 3703.88, 'z': -33.09}, {'x': 9916.71, 'y': 3703.15, 'z': -33.08}, {'x': 9915.43, 'y': 3702.55, 'z': -33.06}, {'x': 9914.23, 'y': 3702.1, 'z': -33.05}, {'x': 9913.04, 'y': 3701.85, 'z': -33.04}, {'x': 9911.77, 'y': 3701.83, 'z': -33.02}, {'x': 9910.37, 'y': 3702.08, 'z': -33.0}, {'x': 9908.76, 'y': 3702.63, 'z': -32.99}, {'x': 9906.85, 'y': 3703.52, 'z': -32.97}]","[{'x': 9919.26, 'y': 3710.37, 'z': -33.19}, {'x': 9913.1, 'y': 3706.87, 'z': -33.17}, {'x': 9911.5, 'y': 3705.98, 'z': -33.11}, {'x': 9910.0, 'y': 3705.81, 'z': -33.08}, {'x': 9908.87, 'y': 3706.0, 'z': -33.07}, {'x': 9908.37, 'y': 3706.14, 'z': -33.07}]",NONE,NONE
,49092716,BIKE,"[{'x': 9928.59, 'y': 3694.51, 'z': -33.23}, {'x': 9910.07, 'y': 3707.37, 'z': -33.14}]","[{'x': 9929.31, 'y': 3695.49, 'z': -33.27}, {'x': 9910.74, 'y': 3708.34, 'z': -33.14}]",NONE,NONE
,49092855,VEHICLE,"[{'x': 9991.39, 'y': 3647.53, 'z': -33.36}, {'x': 9983.25, 'y': 3652.12, 'z': -33.37}]","[{'x': 9992.82, 'y': 3649.84, 'z': -33.35}, {'x': 9984.54, 'y': 3654.62, 'z': -33.38}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49092869,BIKE,"[{'x': 9924.25, 'y': 3707.41, 'z': -33.13}, {'x': 9921.97, 'y': 3706.05, 'z': -33.13}, {'x': 9920.0, 'y': 3704.61, 'z': -33.11}, {'x': 9918.31, 'y': 3703.11, 'z': -33.08}, {'x': 9916.89, 'y': 3701.55, 'z': -33.05}, {'x': 9915.75, 'y': 3699.95, 'z': -33.03}, {'x': 9914.85, 'y': 3698.31, 'z': -33.01}, {'x': 9914.2, 'y': 3696.66, 'z': -32.99}, {'x': 9913.78, 'y': 3694.99, 'z': -32.98}, {'x': 9913.57, 'y': 3693.32, 'z': -32.98}, {'x': 9913.58, 'y': 3691.67, 'z': -33.0}, {'x': 9913.78, 'y': 3690.03, 'z': -33.02}, {'x': 9914.17, 'y': 3688.43, 'z': -33.03}, {'x': 9914.73, 'y': 3686.88, 'z': -33.05}, {'x': 9915.45, 'y': 3685.38, 'z': -33.04}, {'x': 9916.32, 'y': 3683.94, 'z': -33.03}, {'x': 9917.33, 'y': 3682.58, 'z': -33.03}, {'x': 9918.47, 'y': 3681.32, 'z': -33.03}, {'x': 9919.73, 'y': 3680.15, 'z': -33.03}, {'x': 9921.09, 'y': 3679.09, 'z': -33.04}, {'x': 9922.55, 'y': 3678.15, 'z': -33.05}]","[{'x': 9919.26, 'y': 3710.37, 'z': -33.19}, {'x': 9917.56, 'y': 3709.41, 'z': -33.24}, {'x': 9916.08, 'y': 3708.29, 'z': -33.22}, {'x': 9914.77, 'y': 3707.05, 'z': -33.18}, {'x': 9913.62, 'y': 3705.71, 'z': -33.13}, {'x': 9912.64, 'y': 3704.26, 'z': -33.07}, {'x': 9911.83, 'y': 3702.74, 'z': -33.04}, {'x': 9911.18, 'y': 3701.14, 'z': -33.0}, {'x': 9910.7, 'y': 3699.48, 'z': -32.98}, {'x': 9910.39, 'y': 3697.78, 'z': -32.96}, {'x': 9910.25, 'y': 3696.04, 'z': -32.95}, {'x': 9910.28, 'y': 3694.27, 'z': -32.98}, {'x': 9910.48, 'y': 3692.5, 'z': -33.0}, {'x': 9910.84, 'y': 3690.73, 'z': -33.03}, {'x': 9911.38, 'y': 3688.97, 'z': -33.05}, {'x': 9912.08, 'y': 3687.24, 'z': -33.07}, {'x': 9912.96, 'y': 3685.54, 'z': -33.07}, {'x': 9914.0, 'y': 3683.9, 'z': -33.07}, {'x': 9915.22, 'y': 3682.32, 'z': -33.07}, {'x': 9916.6, 'y': 3680.81, 'z': -33.06}, {'x': 9918.16, 'y': 3679.38, 'z': -33.06}, {'x': 9919.89, 'y': 3678.06, 'z': -33.07}, {'x': 9921.79, 'y': 3676.85, 'z': -33.08}]",NONE,NONE
,49092883,VEHICLE,"[{'x': 10002.38, 'y': 3644.35, 'z': -33.32}, {'x': 9992.82, 'y': 3649.84, 'z': -33.35}]","[{'x': 10003.97, 'y': 3647.09, 'z': -33.34}, {'x': 9995.2, 'y': 3652.19, 'z': -33.37}]",SOLID_DASH_YELLOW,DASHED_WHITE
,49092887,BIKE,"[{'x': 9928.59, 'y': 3694.51, 'z': -33.23}, {'x': 9926.85, 'y': 3695.66, 'z': -33.21}, {'x': 9925.36, 'y': 3696.92, 'z': -33.19}, {'x': 9924.14, 'y': 3698.26, 'z': -33.17}, {'x': 9923.2, 'y': 3699.64, 'z': -33.15}, {'x': 9922.56, 'y': 3701.05, 'z': -33.14}, {'x': 9922.23, 'y': 3702.44, 'z': -33.13}, {'x': 9922.22, 'y': 3703.8, 'z': -33.14}, {'x': 9922.55, 'y': 3705.08, 'z': -33.13}, {'x': 9923.24, 'y': 3706.26, 'z': -33.13}, {'x': 9924.25, 'y': 3707.41, 'z': -33.13}]","[{'x': 9929.31, 'y': 3695.49, 'z': -33.27}, {'x': 9928.29, 'y': 3696.43, 'z': -33.26}, {'x': 9927.8, 'y': 3698.0, 'z': -33.27}, {'x': 9927.78, 'y': 3699.87, 'z': -33.28}, {'x': 9928.15, 'y': 3701.73, 'z': -33.29}, {'x': 9928.83, 'y': 3703.26, 'z': -33.28}, {'x': 9929.88, 'y': 3704.14, 'z': -33.23}]",NONE,NONE
,49092918,BIKE,"[{'x': 9905.96, 'y': 3687.78, 'z': -33.18}, {'x': 9922.55, 'y': 3678.15, 'z': -33.05}]","[{'x': 9905.29, 'y': 3686.64, 'z': -33.13}, {'x': 9905.32, 'y': 3686.63, 'z': -33.13}, {'x': 9905.78, 'y': 3686.26, 'z': -33.12}, {'x': 9921.79, 'y': 3676.85, 'z': -33.08}]",NONE,NONE
,49092960,VEHICLE,"[{'x': 9928.34, 'y': 3691.1, 'z': -33.12}, {'x': 9926.81, 'y': 3692.12, 'z': -33.12}, {'x': 9925.4, 'y': 3693.3, 'z': -33.11}, {'x': 9924.13, 'y': 3694.62, 'z': -33.11}, {'x': 9923.05, 'y': 3696.04, 'z': -33.1}, {'x': 9922.17, 'y': 3697.53, 'z': -33.09}, {'x': 9921.53, 'y': 3699.06, 'z': -33.09}, {'x': 9921.15, 'y': 3700.6, 'z': -33.09}, {'x': 9921.07, 'y': 3702.12, 'z': -33.1}, {'x': 9921.31, 'y': 3703.59, 'z': -33.13}, {'x': 9921.9, 'y': 3704.98, 'z': -33.13}, {'x': 9922.86, 'y': 3706.26, 'z': -33.13}, {'x': 9924.25, 'y': 3707.41, 'z': -33.13}]","[{'x': 9928.59, 'y': 3694.51, 'z': -33.23}, {'x': 9928.23, 'y': 3694.81, 'z': -33.23}, {'x': 9927.03, 'y': 3696.1, 'z': -33.22}, {'x': 9926.25, 'y': 3697.46, 'z': -33.23}, {'x': 9925.93, 'y': 3698.86, 'z': -33.24}, {'x': 9926.1, 'y': 3700.26, 'z': -33.25}, {'x': 9926.8, 'y': 3701.65, 'z': -33.26}, {'x': 9928.05, 'y': 3702.97, 'z': -33.28}, {'x': 9929.88, 'y': 3704.14, 'z': -33.23}]",NONE,NONE
,49092974,VEHICLE,"[{'x': 10029.08, 'y': 3713.17, 'z': -32.98}, {'x': 10024.84, 'y': 3723.89, 'z': -32.9}]","[{'x': 10031.69, 'y': 3715.72, 'z': -32.96}, {'x': 10027.95, 'y': 3725.12, 'z': -32.88}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49092975,VEHICLE,"[{'x': 10050.07, 'y': 3668.65, 'z': -33.31}, {'x': 10053.62, 'y': 3660.0, 'z': -33.28}]","[{'x': 10047.46, 'y': 3667.12, 'z': -33.28}, {'x': 10050.41, 'y': 3660.0, 'z': -33.28}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49092976,VEHICLE,"[{'x': 9992.77, 'y': 3649.83, 'z': -33.35}, {'x': 9993.85, 'y': 3649.56, 'z': -33.35}, {'x': 9995.07, 'y': 3649.67, 'z': -33.35}, {'x': 9996.4, 'y': 3650.13, 'z': -33.35}, {'x': 9997.81, 'y': 3650.86, 'z': -33.35}, {'x': 9999.27, 'y': 3651.82, 'z': -33.36}, {'x': 10000.76, 'y': 3652.94, 'z': -33.37}, {'x': 10002.25, 'y': 3654.17, 'z': -33.39}, {'x': 10003.72, 'y': 3655.45, 'z': -33.42}, {'x': 10006.47, 'y': 3657.94, 'z': -33.5}, {'x': 10007.69, 'y': 3659.03, 'z': -33.53}]","[{'x': 9991.42, 'y': 3647.48, 'z': -33.36}, {'x': 9992.39, 'y': 3647.05, 'z': -33.36}, {'x': 9993.57, 'y': 3646.86, 'z': -33.35}, {'x': 9994.93, 'y': 3646.9, 'z': -33.35}, {'x': 9996.44, 'y': 3647.13, 'z': -33.34}, {'x': 9998.07, 'y': 3647.55, 'z': -33.34}, {'x': 9999.79, 'y': 3648.12, 'z': -33.33}, {'x': 10001.57, 'y': 3648.82, 'z': -33.33}, {'x': 10003.37, 'y': 3649.64, 'z': -33.35}, {'x': 10005.18, 'y': 3650.55, 'z': -33.38}, {'x': 10006.95, 'y': 3651.54, 'z': -33.43}, {'x': 10008.67, 'y': 3652.57, 'z': -33.49}, {'x': 10010.29, 'y': 3653.63, 'z': -33.56}, {'x': 10011.8, 'y': 3654.7, 'z': -33.6}, {'x': 10012.39, 'y': 3655.17, 'z': -33.6}, {'x': 10012.54, 'y': 3655.36, 'z': -33.6}, {'x': 10013.04, 'y': 3655.83, 'z': -33.59}]",NONE,NONE
,49093013,VEHICLE,"[{'x': 10001.01, 'y': 3642.01, 'z': -33.34}, {'x': 9991.39, 'y': 3647.53, 'z': -33.36}]","[{'x': 10002.38, 'y': 3644.35, 'z': -33.32}, {'x': 9992.82, 'y': 3649.84, 'z': -33.35}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49093037,VEHICLE,"[{'x': 10021.79, 'y': 3740.65, 'z': -32.69}, {'x': 10024.59, 'y': 3733.68, 'z': -32.78}]","[{'x': 10018.65, 'y': 3739.42, 'z': -32.71}, {'x': 10021.45, 'y': 3732.42, 'z': -32.78}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49093063,VEHICLE,"[{'x': 9905.29, 'y': 3700.86, 'z': -32.9}, {'x': 9926.7, 'y': 3688.29, 'z': -33.02}]","[{'x': 9903.91, 'y': 3698.37, 'z': -32.91}, {'x': 9926.81, 'y': 3685.13, 'z': -33.02}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49093087,VEHICLE,"[{'x': 9984.52, 'y': 3654.55, 'z': -33.38}, {'x': 9992.77, 'y': 3649.83, 'z': -33.35}]","[{'x': 9983.25, 'y': 3652.16, 'z': -33.37}, {'x': 9991.42, 'y': 3647.48, 'z': -33.36}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49093088,VEHICLE,"[{'x': 9991.42, 'y': 3647.48, 'z': -33.36}, {'x': 10000.96, 'y': 3642.01, 'z': -33.34}]","[{'x': 9989.88, 'y': 3644.8, 'z': -33.39}, {'x': 9991.26, 'y': 3644.01, 'z': -33.38}, {'x': 9999.39, 'y': 3639.29, 'z': -33.37}]",SOLID_DASH_YELLOW,DASHED_WHITE
,49093092,VEHICLE,"[{'x': 9926.71, 'y': 3688.29, 'z': -33.02}, {'x': 9905.29, 'y': 3700.86, 'z': -32.9}]","[{'x': 9928.34, 'y': 3691.1, 'z': -33.12}, {'x': 9906.85, 'y': 3703.52, 'z': -32.97}]",SOLID_DASH_YELLOW,DASHED_WHITE
,49093097,BIKE,"[{'x': 9958.07, 'y': 3646.4, 'z': -33.48}, {'x': 9963.14, 'y': 3665.12, 'z': -33.26}, {'x': 9963.63, 'y': 3666.86, 'z': -33.27}, {'x': 9963.86, 'y': 3668.47, 'z': -33.29}, {'x': 9963.85, 'y': 3669.97, 'z': -33.31}, {'x': 9963.58, 'y': 3671.36, 'z': -33.33}, {'x': 9963.07, 'y': 3672.65, 'z': -33.35}, {'x': 9962.32, 'y': 3673.86, 'z': -33.37}, {'x': 9961.33, 'y': 3674.99, 'z': -33.38}, {'x': 9960.11, 'y': 3676.06, 'z': -33.37}, {'x': 9958.65, 'y': 3677.08, 'z': -33.39}]","[{'x': 9960.89, 'y': 3645.24, 'z': -33.47}, {'x': 9965.96, 'y': 3663.96, 'z': -33.27}, {'x': 9966.46, 'y': 3666.4, 'z': -33.29}, {'x': 9966.58, 'y': 3668.57, 'z': -33.32}, {'x': 9966.37, 'y': 3670.47, 'z': -33.36}, {'x': 9965.87, 'y': 3672.14, 'z': -33.39}, {'x': 9965.14, 'y': 3673.59, 'z': -33.42}, {'x': 9964.21, 'y': 3674.86, 'z': -33.44}, {'x': 9963.13, 'y': 3675.97, 'z': -33.45}, {'x': 9961.94, 'y': 3676.93, 'z': -33.44}, {'x': 9960.7, 'y': 3677.77, 'z': -33.43}, {'x': 9959.45, 'y': 3678.52, 'z': -33.45}]",NONE,NONE
,49093106,VEHICLE,"[{'x': 9926.82, 'y': 3685.13, 'z': -33.02}, {'x': 9903.91, 'y': 3698.35, 'z': -32.91}]","[{'x': 9926.71, 'y': 3688.29, 'z': -33.02}, {'x': 9905.29, 'y': 3700.86, 'z': -32.9}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49093107,VEHICLE,"[{'x': 9924.25, 'y': 3707.41, 'z': -33.13}, {'x': 9922.6, 'y': 3706.65, 'z': -33.13}, {'x': 9921.22, 'y': 3705.65, 'z': -33.12}, {'x': 9920.13, 'y': 3704.45, 'z': -33.11}, {'x': 9919.31, 'y': 3703.07, 'z': -33.09}, {'x': 9918.76, 'y': 3701.54, 'z': -33.06}, {'x': 9918.46, 'y': 3699.9, 'z': -33.03}, {'x': 9918.43, 'y': 3698.17, 'z': -33.02}, {'x': 9918.65, 'y': 3696.39, 'z': -33.02}, {'x': 9919.11, 'y': 3694.59, 'z': -33.01}, {'x': 9919.82, 'y': 3692.8, 'z': -33.01}, {'x': 9920.76, 'y': 3691.06, 'z': -33.01}, {'x': 9921.94, 'y': 3689.39, 'z': -32.99}, {'x': 9923.34, 'y': 3687.82, 'z': -32.99}, {'x': 9924.97, 'y': 3686.39, 'z': -33.0}, {'x': 9926.81, 'y': 3685.13, 'z': -33.02}]","[{'x': 9919.26, 'y': 3710.37, 'z': -33.19}, {'x': 9917.87, 'y': 3709.55, 'z': -33.24}, {'x': 9916.75, 'y': 3708.48, 'z': -33.23}, {'x': 9915.85, 'y': 3707.22, 'z': -33.19}, {'x': 9915.17, 'y': 3705.8, 'z': -33.14}, {'x': 9914.69, 'y': 3704.25, 'z': -33.1}, {'x': 9914.43, 'y': 3702.58, 'z': -33.06}, {'x': 9914.36, 'y': 3700.82, 'z': -33.03}, {'x': 9914.49, 'y': 3698.99, 'z': -33.02}, {'x': 9914.81, 'y': 3697.12, 'z': -33.0}, {'x': 9915.3, 'y': 3695.24, 'z': -32.99}, {'x': 9915.98, 'y': 3693.36, 'z': -32.99}, {'x': 9916.83, 'y': 3691.51, 'z': -33.0}, {'x': 9917.85, 'y': 3689.71, 'z': -32.99}, {'x': 9919.02, 'y': 3688.0, 'z': -32.98}, {'x': 9920.36, 'y': 3686.39, 'z': -32.98}, {'x': 9921.84, 'y': 3684.91, 'z': -32.95}, {'x': 9923.47, 'y': 3683.57, 'z': -32.98}, {'x': 9925.24, 'y': 3682.42, 'z': -33.02}]",NONE,NONE
,49093124,VEHICLE,"[{'x': 9995.2, 'y': 3652.19, 'z': -33.37}, {'x': 9986.14, 'y': 3657.39, 'z': -33.44}]","[{'x': 9997.97, 'y': 3654.09, 'z': -33.39}, {'x': 9987.71, 'y': 3660.11, 'z': -33.53}]",DASHED_WHITE,NONE
,49093187,BIKE,"[{'x': 9930.0, 'y': 3693.61, 'z': -33.24}, {'x': 9928.59, 'y': 3694.51, 'z': -33.23}]","[{'x': 9930.0, 'y': 3695.16, 'z': -33.28}, {'x': 9929.31, 'y': 3695.49, 'z': -33.27}]",SOLID_WHITE,NONE
,49093204,BIKE,"[{'x': 9924.25, 'y': 3707.41, 'z': -33.13}, {'x': 9921.6, 'y': 3706.0, 'z': -33.13}, {'x': 9919.96, 'y': 3705.27, 'z': -33.11}, {'x': 9918.44, 'y': 3704.86, 'z': -33.12}, {'x': 9917.02, 'y': 3704.73, 'z': -33.11}, {'x': 9915.65, 'y': 3704.87, 'z': -33.11}, {'x': 9914.31, 'y': 3705.24, 'z': -33.12}, {'x': 9912.95, 'y': 3705.8, 'z': -33.12}, {'x': 9911.55, 'y': 3706.52, 'z': -33.13}, {'x': 9910.07, 'y': 3707.37, 'z': -33.14}]","[{'x': 9919.26, 'y': 3710.37, 'z': -33.19}, {'x': 9917.75, 'y': 3709.55, 'z': -33.23}, {'x': 9915.41, 'y': 3708.41, 'z': -33.21}, {'x': 9914.75, 'y': 3708.18, 'z': -33.2}, {'x': 9914.35, 'y': 3708.08, 'z': -33.2}, {'x': 9913.46, 'y': 3707.99, 'z': -33.19}, {'x': 9912.29, 'y': 3708.06, 'z': -33.15}, {'x': 9911.19, 'y': 3708.29, 'z': -33.13}, {'x': 9910.74, 'y': 3708.34, 'z': -33.14}]",NONE,NONE
,49093216,VEHICLE,"[{'x': 10008.21, 'y': 3765.67, 'z': -32.59}, {'x': 10002.62, 'y': 3780.0, 'z': -32.54}]","[{'x': 10011.27, 'y': 3767.11, 'z': -32.58}, {'x': 10006.09, 'y': 3780.0, 'z': -32.52}]",DASH_SOLID_YELLOW,DASH_SOLID_YELLOW
,49093220,VEHICLE,"[{'x': 9930.0, 'y': 3686.38, 'z': -33.07}, {'x': 9926.71, 'y': 3688.29, 'z': -33.02}]","[{'x': 9930.0, 'y': 3690.13, 'z': -33.14}, {'x': 9928.34, 'y': 3691.1, 'z': -33.12}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,49093271,VEHICLE,"[{'x': 9930.0, 'y': 3710.57, 'z': -33.06}, {'x': 9924.25, 'y': 3707.41, 'z': -33.13}]","[{'x': 9930.0, 'y': 3716.29, 'z': -33.05}, {'x': 9926.45, 'y': 3714.28, 'z': -33.07}, {'x': 9919.26, 'y': 3710.37, 'z': -33.19}]",DOUBLE_SOLID_YELLOW,NONE
